g7941.t1	sp|O75581|LRP6_HUMAN	35.514	321	4.01e-44	167	sp|O75581|LRP6_HUMAN Low-density lipoprotein receptor-related protein 6 OS=Homo sapiens OX=9606 GN=LRP6 PE=1 SV=2
g7941.t1	sp|O75581|LRP6_HUMAN	34.365	323	3.08e-40	155	sp|O75581|LRP6_HUMAN Low-density lipoprotein receptor-related protein 6 OS=Homo sapiens OX=9606 GN=LRP6 PE=1 SV=2
g7941.t1	sp|O75581|LRP6_HUMAN	33.929	336	1.81e-39	153	sp|O75581|LRP6_HUMAN Low-density lipoprotein receptor-related protein 6 OS=Homo sapiens OX=9606 GN=LRP6 PE=1 SV=2
g7941.t1	sp|O75581|LRP6_HUMAN	30.769	312	5.85e-28	119	sp|O75581|LRP6_HUMAN Low-density lipoprotein receptor-related protein 6 OS=Homo sapiens OX=9606 GN=LRP6 PE=1 SV=2
g7943.t1	sp|Q14517|FAT1_HUMAN	39.252	107	1.20e-22	95.5	sp|Q14517|FAT1_HUMAN Protocadherin Fat 1 OS=Homo sapiens OX=9606 GN=FAT1 PE=1 SV=2
g7944.t1	sp|Q7L592|NDUF7_HUMAN	51.683	416	6.87e-148	431	sp|Q7L592|NDUF7_HUMAN Protein arginine methyltransferase NDUFAF7, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFAF7 PE=1 SV=1
g7945.t1	sp|Q80T85|DCAF5_MOUSE	58.010	412	2.56e-173	529	sp|Q80T85|DCAF5_MOUSE DDB1- and CUL4-associated factor 5 OS=Mus musculus OX=10090 GN=Dcaf5 PE=1 SV=2
g7946.t1	sp|P05094|ACTN1_CHICK	65.657	891	0.0	1230	sp|P05094|ACTN1_CHICK Alpha-actinin-1 OS=Gallus gallus OX=9031 GN=ACTN1 PE=1 SV=3
g7946.t2	sp|P05094|ACTN1_CHICK	65.881	891	0.0	1234	sp|P05094|ACTN1_CHICK Alpha-actinin-1 OS=Gallus gallus OX=9031 GN=ACTN1 PE=1 SV=3
g7946.t3	sp|P05094|ACTN1_CHICK	65.657	891	0.0	1227	sp|P05094|ACTN1_CHICK Alpha-actinin-1 OS=Gallus gallus OX=9031 GN=ACTN1 PE=1 SV=3
g7950.t1	sp|Q9N2A4|ACM3_PANTR	37.387	551	9.58e-115	356	sp|Q9N2A4|ACM3_PANTR Muscarinic acetylcholine receptor M3 OS=Pan troglodytes OX=9598 GN=CHRM3 PE=3 SV=1
g7951.t1	sp|Q8BI22|CE128_MOUSE	26.833	641	8.44e-49	187	sp|Q8BI22|CE128_MOUSE Centrosomal protein 128 OS=Mus musculus OX=10090 GN=Cep128 PE=1 SV=2
g7953.t1	sp|Q6ZU80|CE128_HUMAN	29.290	338	1.94e-23	103	sp|Q6ZU80|CE128_HUMAN Centrosomal protein 128 OS=Homo sapiens OX=9606 GN=CEP128 PE=1 SV=2
g7954.t1	sp|Q8C7Q4|RBM4_MOUSE	40.323	186	2.64e-47	168	sp|Q8C7Q4|RBM4_MOUSE RNA-binding protein 4 OS=Mus musculus OX=10090 GN=Rbm4 PE=1 SV=1
g7955.t1	sp|Q6QHC5|DEGS2_HUMAN	69.474	95	1.22e-45	152	sp|Q6QHC5|DEGS2_HUMAN Sphingolipid delta(4)-desaturase/C4-monooxygenase DES2 OS=Homo sapiens OX=9606 GN=DEGS2 PE=1 SV=2
g7956.t1	sp|Q94515|DEGS1_DROME	54.023	174	3.29e-69	216	sp|Q94515|DEGS1_DROME Sphingolipid delta(4)-desaturase DES1 OS=Drosophila melanogaster OX=7227 GN=ifc PE=1 SV=1
g7957.t1	sp|Q00899|TYY1_MOUSE	63.930	341	9.08e-136	397	sp|Q00899|TYY1_MOUSE Transcriptional repressor protein YY1 OS=Mus musculus OX=10090 GN=Yy1 PE=1 SV=1
g7957.t2	sp|Q00899|TYY1_MOUSE	64.307	339	6.90e-138	402	sp|Q00899|TYY1_MOUSE Transcriptional repressor protein YY1 OS=Mus musculus OX=10090 GN=Yy1 PE=1 SV=1
g7958.t1	sp|Q5HZE0|S2529_RAT	53.265	291	1.04e-107	320	sp|Q5HZE0|S2529_RAT Mitochondrial basic amino acids transporter OS=Rattus norvegicus OX=10116 GN=Slc25a29 PE=2 SV=1
g7959.t1	sp|Q5M7T4|YIPF4_RAT	61.943	247	1.35e-96	288	sp|Q5M7T4|YIPF4_RAT Protein YIPF4 OS=Rattus norvegicus OX=10116 GN=Yipf4 PE=2 SV=1
g7960.t1	sp|Q803U7|EXO1_DANRE	50.223	448	1.16e-138	439	sp|Q803U7|EXO1_DANRE Exonuclease 1 OS=Danio rerio OX=7955 GN=exo1 PE=2 SV=1
g7964.t1	sp|A8E5Y3|GDPP1_XENLA	41.361	382	6.99e-92	283	sp|A8E5Y3|GDPP1_XENLA GDP-D-glucose phosphorylase 1 OS=Xenopus laevis OX=8355 GN=gdpgp1 PE=2 SV=1
g7964.t2	sp|A8E5Y3|GDPP1_XENLA	38.916	406	3.30e-86	270	sp|A8E5Y3|GDPP1_XENLA GDP-D-glucose phosphorylase 1 OS=Xenopus laevis OX=8355 GN=gdpgp1 PE=2 SV=1
g7966.t1	sp|Q9UL41|PNMA3_HUMAN	29.712	313	1.34e-32	132	sp|Q9UL41|PNMA3_HUMAN Paraneoplastic antigen Ma3 OS=Homo sapiens OX=9606 GN=PNMA3 PE=1 SV=3
g7967.t1	sp|Q32PI1|VRK1_BOVIN	48.925	372	3.57e-126	378	sp|Q32PI1|VRK1_BOVIN Serine/threonine-protein kinase VRK1 OS=Bos taurus OX=9913 GN=VRK1 PE=2 SV=1
g7968.t1	sp|Q1L994|PPR37_DANRE	52.219	383	1.65e-134	423	sp|Q1L994|PPR37_DANRE Protein phosphatase 1 regulatory subunit 37 OS=Danio rerio OX=7955 GN=ppp1r37 PE=2 SV=1
g7969.t1	sp|Q8WVM8|SCFD1_HUMAN	66.667	300	7.47e-138	406	sp|Q8WVM8|SCFD1_HUMAN Sec1 family domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SCFD1 PE=1 SV=4
g7970.t1	sp|Q8BRF7|SCFD1_MOUSE	69.478	249	1.10e-121	363	sp|Q8BRF7|SCFD1_MOUSE Sec1 family domain-containing protein 1 OS=Mus musculus OX=10090 GN=Scfd1 PE=1 SV=1
g7972.t1	sp|O09101|PIGF_MOUSE	43.506	154	5.44e-39	137	sp|O09101|PIGF_MOUSE GPI ethanolamine phosphate transferase, stabilizing subunit OS=Mus musculus OX=10090 GN=Pigf PE=1 SV=1
g7974.t1	sp|Q5FVJ6|BSCL2_RAT	41.259	143	7.44e-36	133	sp|Q5FVJ6|BSCL2_RAT Seipin OS=Rattus norvegicus OX=10116 GN=Bscl2 PE=1 SV=1
g7978.t1	sp|Q8NF91|SYNE1_HUMAN	43.158	380	5.59e-88	294	sp|Q8NF91|SYNE1_HUMAN Nesprin-1 OS=Homo sapiens OX=9606 GN=SYNE1 PE=1 SV=4
g7978.t2	sp|Q8NF91|SYNE1_HUMAN	43.045	381	4.31e-88	295	sp|Q8NF91|SYNE1_HUMAN Nesprin-1 OS=Homo sapiens OX=9606 GN=SYNE1 PE=1 SV=4
g7979.t1	sp|Q8NF91|SYNE1_HUMAN	21.081	2386	1.31e-106	387	sp|Q8NF91|SYNE1_HUMAN Nesprin-1 OS=Homo sapiens OX=9606 GN=SYNE1 PE=1 SV=4
g7983.t1	sp|Q6ZWR6|SYNE1_MOUSE	22.715	722	4.67e-34	144	sp|Q6ZWR6|SYNE1_MOUSE Nesprin-1 OS=Mus musculus OX=10090 GN=Syne1 PE=1 SV=2
g7983.t1	sp|Q6ZWR6|SYNE1_MOUSE	20.947	697	8.11e-30	130	sp|Q6ZWR6|SYNE1_MOUSE Nesprin-1 OS=Mus musculus OX=10090 GN=Syne1 PE=1 SV=2
g7983.t1	sp|Q6ZWR6|SYNE1_MOUSE	21.642	536	2.67e-24	113	sp|Q6ZWR6|SYNE1_MOUSE Nesprin-1 OS=Mus musculus OX=10090 GN=Syne1 PE=1 SV=2
g7983.t1	sp|Q6ZWR6|SYNE1_MOUSE	20.968	434	2.91e-22	107	sp|Q6ZWR6|SYNE1_MOUSE Nesprin-1 OS=Mus musculus OX=10090 GN=Syne1 PE=1 SV=2
g7986.t1	sp|Q8NF91|SYNE1_HUMAN	22.824	517	7.14e-24	112	sp|Q8NF91|SYNE1_HUMAN Nesprin-1 OS=Homo sapiens OX=9606 GN=SYNE1 PE=1 SV=4
g7987.t1	sp|Q8NF91|SYNE1_HUMAN	35.336	3079	0.0	1596	sp|Q8NF91|SYNE1_HUMAN Nesprin-1 OS=Homo sapiens OX=9606 GN=SYNE1 PE=1 SV=4
