g19253.t1	sp|P13821|SANT_PLAFW	25.095	526	3.35e-88	306	sp|P13821|SANT_PLAFW S-antigen protein OS=Plasmodium falciparum (isolate Wellcome) OX=5848 PE=3 SV=1
g19253.t1	sp|P13821|SANT_PLAFW	25.095	526	3.35e-88	306	sp|P13821|SANT_PLAFW S-antigen protein OS=Plasmodium falciparum (isolate Wellcome) OX=5848 PE=3 SV=1
g19253.t1	sp|P13821|SANT_PLAFW	25.095	526	3.35e-88	306	sp|P13821|SANT_PLAFW S-antigen protein OS=Plasmodium falciparum (isolate Wellcome) OX=5848 PE=3 SV=1
g19253.t1	sp|P13821|SANT_PLAFW	25.095	526	3.35e-88	306	sp|P13821|SANT_PLAFW S-antigen protein OS=Plasmodium falciparum (isolate Wellcome) OX=5848 PE=3 SV=1
g19253.t1	sp|P13821|SANT_PLAFW	25.095	526	3.35e-88	306	sp|P13821|SANT_PLAFW S-antigen protein OS=Plasmodium falciparum (isolate Wellcome) OX=5848 PE=3 SV=1
g19253.t1	sp|P13821|SANT_PLAFW	25.095	526	3.35e-88	306	sp|P13821|SANT_PLAFW S-antigen protein OS=Plasmodium falciparum (isolate Wellcome) OX=5848 PE=3 SV=1
g19253.t1	sp|P13821|SANT_PLAFW	25.095	526	3.35e-88	306	sp|P13821|SANT_PLAFW S-antigen protein OS=Plasmodium falciparum (isolate Wellcome) OX=5848 PE=3 SV=1
g19253.t1	sp|P13821|SANT_PLAFW	25.095	526	3.35e-88	306	sp|P13821|SANT_PLAFW S-antigen protein OS=Plasmodium falciparum (isolate Wellcome) OX=5848 PE=3 SV=1
g19253.t1	sp|P13821|SANT_PLAFW	25.095	526	3.35e-88	306	sp|P13821|SANT_PLAFW S-antigen protein OS=Plasmodium falciparum (isolate Wellcome) OX=5848 PE=3 SV=1
g19253.t1	sp|P13821|SANT_PLAFW	25.095	526	3.35e-88	306	sp|P13821|SANT_PLAFW S-antigen protein OS=Plasmodium falciparum (isolate Wellcome) OX=5848 PE=3 SV=1
g19253.t1	sp|P13821|SANT_PLAFW	25.095	526	3.35e-88	306	sp|P13821|SANT_PLAFW S-antigen protein OS=Plasmodium falciparum (isolate Wellcome) OX=5848 PE=3 SV=1
g19253.t1	sp|P13821|SANT_PLAFW	25.095	526	3.35e-88	306	sp|P13821|SANT_PLAFW S-antigen protein OS=Plasmodium falciparum (isolate Wellcome) OX=5848 PE=3 SV=1
g19253.t1	sp|P13821|SANT_PLAFW	25.095	526	3.35e-88	306	sp|P13821|SANT_PLAFW S-antigen protein OS=Plasmodium falciparum (isolate Wellcome) OX=5848 PE=3 SV=1
g19253.t1	sp|P13821|SANT_PLAFW	25.095	526	3.35e-88	306	sp|P13821|SANT_PLAFW S-antigen protein OS=Plasmodium falciparum (isolate Wellcome) OX=5848 PE=3 SV=1
g19253.t1	sp|P13821|SANT_PLAFW	25.095	526	3.35e-88	306	sp|P13821|SANT_PLAFW S-antigen protein OS=Plasmodium falciparum (isolate Wellcome) OX=5848 PE=3 SV=1
g19253.t1	sp|P13821|SANT_PLAFW	25.095	526	3.35e-88	306	sp|P13821|SANT_PLAFW S-antigen protein OS=Plasmodium falciparum (isolate Wellcome) OX=5848 PE=3 SV=1
g19253.t1	sp|P13821|SANT_PLAFW	25.095	526	3.35e-88	306	sp|P13821|SANT_PLAFW S-antigen protein OS=Plasmodium falciparum (isolate Wellcome) OX=5848 PE=3 SV=1
